,罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,施錠関係,盗難防止装置の有無,現金以外の主な被害品
875,窃盗,オートバイ盗,高尾,横川町交番,132012.0,東京都,八王子市,横川町,2019-03-25,14,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
876,窃盗,オートバイ盗,高尾,諏訪交番,132012.0,東京都,八王子市,泉町,2019-02-26,18,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
877,窃盗,オートバイ盗,高尾,諏訪交番,132012.0,東京都,八王子市,四谷町,2019-03-17,17,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
878,窃盗,オートバイ盗,高尾,元八王子交番,132012.0,東京都,八王子市,元八王子町２丁目,2019-12-27,20,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
879,窃盗,オートバイ盗,高尾,館ケ丘駐在所,132012.0,東京都,八王子市,館町,2017-04-24,08,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
880,窃盗,オートバイ盗,高尾,館ケ丘駐在所,132012.0,東京都,八王子市,館町,2019-03-20,07,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
881,窃盗,オートバイ盗,高尾,館ケ丘駐在所,132012.0,東京都,八王子市,館町,2019-06-21,15,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
882,窃盗,オートバイ盗,高尾,館ケ丘駐在所,132012.0,東京都,八王子市,館町,2019-09-18,07,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
883,窃盗,オートバイ盗,高尾,寺田団地駐在所,132012.0,東京都,八王子市,寺田町,2019-05-25,19,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
884,窃盗,オートバイ盗,多摩中央,桜ケ丘駅前交番,132241.0,東京都,多摩市,関戸４丁目,2019-10-14,18,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
885,窃盗,オートバイ盗,多摩中央,愛宕交番,132241.0,東京都,多摩市,愛宕２丁目,2019-11-02,01,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
886,窃盗,オートバイ盗,多摩中央,愛宕交番,132241.0,東京都,多摩市,乞田,2019-07-23,00,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
887,窃盗,オートバイ盗,多摩中央,愛宕交番,132241.0,東京都,多摩市,和田,2019-09-20,12,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
888,窃盗,オートバイ盗,多摩中央,永山駅前交番,132241.0,東京都,多摩市,貝取２丁目,2019-04-12,23,４階建て以上共同住宅,キーなし,あり,自動二輪（50cc超）
889,窃盗,オートバイ盗,多摩中央,永山駅前交番,132241.0,東京都,多摩市,永山１丁目,2019-08-23,11,道路上,キーなし,なし,原動機付自転車（50cc以下）
890,窃盗,オートバイ盗,多摩中央,永山駅前交番,132241.0,東京都,多摩市,馬引沢２丁目,2019-01-30,12,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
891,窃盗,オートバイ盗,多摩中央,永山四丁目交番,132241.0,東京都,多摩市,永山４丁目,2016-02-01,18,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
892,窃盗,オートバイ盗,多摩中央,永山四丁目交番,132241.0,東京都,多摩市,南野２丁目,2019-04-28,19,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
893,窃盗,オートバイ盗,多摩中央,貝取交番,132241.0,東京都,多摩市,貝取２丁目,2019-03-14,20,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
894,窃盗,オートバイ盗,多摩中央,貝取交番,132241.0,東京都,多摩市,豊ケ丘４丁目,2019-05-12,17,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
895,窃盗,オートバイ盗,多摩中央,大丸交番,132250.0,東京都,稲城市,大丸,2019-02-01,不明,その他,キーなし,なし,自動二輪（50cc超）
896,窃盗,オートバイ盗,多摩中央,矢野口交番,132250.0,東京都,稲城市,押立,2019-04-12,19,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
897,窃盗,オートバイ盗,多摩中央,矢野口交番,132250.0,東京都,稲城市,矢野口,2018-11-01,22,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
898,窃盗,オートバイ盗,多摩中央,矢野口交番,132250.0,東京都,稲城市,矢野口,2018-11-20,12,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
899,窃盗,オートバイ盗,多摩中央,平尾交番,132250.0,東京都,稲城市,平尾３丁目,2019-11-03,19,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
900,窃盗,オートバイ盗,多摩中央,聖ケ丘駐在所,132241.0,東京都,多摩市,聖ケ丘３丁目,2019-05-07,18,その他の住宅（３階建て以下共同住宅等）,キーなし,あり,原動機付自転車（50cc以下）
901,窃盗,オートバイ盗,多摩中央,落合六丁目駐在所,132241.0,東京都,多摩市,南野３丁目,2018-11-20,08,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
902,窃盗,オートバイ盗,多摩中央,東長沼駐在所,132250.0,東京都,稲城市,東長沼,2019-05-22,19,道路上,キーなし,なし,自動二輪（50cc超）
903,窃盗,オートバイ盗,多摩中央,向陽台駐在所,132250.0,東京都,稲城市,向陽台５丁目,2019-03-15,23,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
904,窃盗,オートバイ盗,多摩中央,若葉台駅前交番,132250.0,東京都,稲城市,若葉台２丁目,2019-05-06,12,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
905,窃盗,オートバイ盗,東大和,けやき通交番,132209.0,東京都,東大和市,向原４丁目,2019-01-09,10,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
906,窃盗,オートバイ盗,東大和,奈良橋交番,132209.0,東京都,東大和市,上北台２丁目,2019-10-10,14,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
907,窃盗,オートバイ盗,東大和,村山交番,132233.0,東京都,武蔵村山市,大南２丁目,2019-03-16,02,道路上,キーなし,なし,原動機付自転車（50cc以下）
908,窃盗,オートバイ盗,東大和,村山交番,132233.0,東京都,武蔵村山市,緑が丘,2019-05-31,00,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
909,窃盗,オートバイ盗,東大和,村山交番,132233.0,東京都,武蔵村山市,緑が丘,2019-11-29,19,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
910,窃盗,オートバイ盗,東大和,中藤交番,132233.0,東京都,武蔵村山市,榎３丁目,2017-02-01,不明,その他の住宅（３階建て以下共同住宅等）,キーなし,あり,原動機付自転車（50cc以下）
911,窃盗,オートバイ盗,青梅,東青梅駅前交番,132055.0,東京都,青梅市,西分町２丁目,2019-11-04,09,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
912,窃盗,オートバイ盗,青梅,日向和田駐在所,132055.0,東京都,青梅市,日向和田３丁目,2019-05-06,08,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
913,窃盗,オートバイ盗,青梅,千ケ瀬駐在所,132055.0,東京都,青梅市,千ヶ瀬町５丁目,2019-12-10,21,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
914,窃盗,オートバイ盗,青梅,上長淵駐在所,132055.0,東京都,青梅市,長淵７丁目,2019-09-28,07,一戸建住宅,キーなし,なし,自動二輪（50cc超）
915,窃盗,オートバイ盗,青梅,上長淵駐在所,132055.0,東京都,青梅市,成木７丁目,2019-07-13,17,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
916,窃盗,オートバイ盗,青梅,河辺駐在所,132055.0,東京都,青梅市,河辺町３丁目,2019-08-30,20,一戸建住宅,キーなし,なし,自動二輪（50cc超）
917,窃盗,オートバイ盗,青梅,河辺駐在所,132055.0,東京都,青梅市,河辺町４丁目,2019-12-12,13,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
918,窃盗,オートバイ盗,青梅,今寺駐在所,132055.0,東京都,青梅市,今寺５丁目,2019-11-02,13,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
919,窃盗,オートバイ盗,青梅,新町交番,132055.0,東京都,青梅市,野上町３丁目,2019-12-07,20,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
920,窃盗,オートバイ盗,青梅,今井駐在所,132055.0,東京都,青梅市,藤橋１丁目,2019-05-17,08,道路上,キーなし,なし,原動機付自転車（50cc以下）
921,窃盗,オートバイ盗,青梅,奥多摩交番,133086.0,東京都,奥多摩町,氷川,2019-06-01,07,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
922,窃盗,オートバイ盗,青梅,青梅駅前交番,132055.0,東京都,青梅市,千ヶ瀬町６丁目,2019-02-04,07,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
923,窃盗,オートバイ盗,青梅,河辺駅前交番,132055.0,東京都,青梅市,河辺町９丁目,2019-12-04,07,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
924,窃盗,オートバイ盗,青梅,河辺駅前交番,132055.0,東京都,青梅市,河辺町１０丁目,2018-09-12,08,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
925,窃盗,オートバイ盗,五日市,伊奈駐在所,132284.0,東京都,あきる野市,伊奈,2019-07-01,22,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
926,窃盗,オートバイ盗,五日市,山田駐在所,132284.0,東京都,あきる野市,伊奈,2019-02-07,07,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
927,窃盗,オートバイ盗,五日市,堀口橋駐在所,132284.0,東京都,あきる野市,舘谷台,2019-05-29,07,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
928,窃盗,オートバイ盗,五日市,本宿駐在所,132284.0,東京都,あきる野市,伊奈,2019-01-03,06,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
929,窃盗,オートバイ盗,福生,福生駅前交番,132187.0,東京都,福生市,本町,2019-02-28,09,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
930,窃盗,オートバイ盗,福生,福生駅前交番,132187.0,東京都,福生市,武蔵野台２丁目,2019-10-29,10,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
931,窃盗,オートバイ盗,福生,横田交番,132187.0,東京都,福生市,大字福生,2018-06-01,00,道路上,キーなし,なし,自動二輪（50cc超）
932,窃盗,オートバイ盗,福生,横田交番,132187.0,東京都,福生市,大字福生,2019-08-01,22,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
933,窃盗,オートバイ盗,福生,南田園駐在所,132187.0,東京都,福生市,南田園１丁目,2019-06-29,19,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
934,窃盗,オートバイ盗,福生,南田園駐在所,132187.0,東京都,福生市,南田園２丁目,2019-07-28,10,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
935,窃盗,オートバイ盗,福生,南田園駐在所,132187.0,東京都,福生市,南田園２丁目,2019-08-07,06,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
936,窃盗,オートバイ盗,福生,南田園駐在所,132187.0,東京都,福生市,南田園３丁目,2019-05-25,09,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
937,窃盗,オートバイ盗,福生,石畑駐在所,133035.0,東京都,瑞穂町,大字殿ケ谷,2019-06-27,02,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
938,窃盗,オートバイ盗,福生,長岡駐在所,133035.0,東京都,瑞穂町,大字箱根ケ崎,2018-08-20,12,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
939,窃盗,オートバイ盗,福生,元狭山駐在所,133035.0,東京都,瑞穂町,大字二本木,2019-07-02,07,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
940,窃盗,オートバイ盗,福生,武蔵野駐在所,133035.0,東京都,瑞穂町,むさし野１丁目,2019-05-23,17,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
941,窃盗,オートバイ盗,福生,武蔵野駐在所,133035.0,東京都,瑞穂町,むさし野１丁目,2019-10-06,13,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
942,窃盗,オートバイ盗,福生,神明台交番,132276.0,東京都,羽村市,神明台１丁目,2018-01-06,00,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
943,窃盗,オートバイ盗,福生,神明台交番,132276.0,東京都,羽村市,神明台１丁目,2018-12-27,03,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
944,窃盗,オートバイ盗,福生,草花駐在所,132284.0,東京都,あきる野市,草花,2019-09-21,21,その他,キーなし,なし,自動二輪（50cc超）
945,窃盗,オートバイ盗,福生,菅生駐在所,132284.0,東京都,あきる野市,瀬戸岡,2019-09-01,20,一戸建住宅,キーなし,なし,自動二輪（50cc超）
946,窃盗,オートバイ盗,福生,小作駅前交番,132276.0,東京都,羽村市,栄町２丁目,2019-03-25,19,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
947,窃盗,オートバイ盗,福生,小作駅前交番,132276.0,東京都,羽村市,栄町２丁目,2019-03-26,19,その他,キーなし,なし,自動二輪（50cc超）
948,窃盗,オートバイ盗,福生,小作駅前交番,132276.0,東京都,羽村市,小作台１丁目,2019-12-21,04,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
949,窃盗,オートバイ盗,福生,小作駅前交番,132276.0,東京都,羽村市,小作台４丁目,2019-12-13,09,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
950,窃盗,オートバイ盗,福生,秋川駅前交番,132284.0,東京都,あきる野市,秋川１丁目,2019-10-04,09,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
951,窃盗,オートバイ盗,福生,秋川駅前交番,132284.0,東京都,あきる野市,秋川３丁目,2019-11-05,18,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
952,窃盗,オートバイ盗,福生,秋川駅前交番,132284.0,東京都,あきる野市,秋留１丁目,2017-01-01,00,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
953,窃盗,オートバイ盗,福生,小川駐在所,132284.0,東京都,あきる野市,小川東１丁目,2019-11-07,16,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
954,窃盗,オートバイ盗,福生,小川駐在所,132284.0,東京都,あきる野市,二宮,2019-10-11,19,一戸建住宅,キーなし,なし,自動二輪（50cc超）
955,窃盗,オートバイ盗,福生,箱根ヶ崎駅前交番,133035.0,東京都,瑞穂町,大字箱根ケ崎,2019-07-19,14,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
956,窃盗,オートバイ盗,福生,箱根ヶ崎駅前交番,133035.0,東京都,瑞穂町,箱根ケ崎西松原,2019-03-10,21,一戸建住宅,キーなし,なし,自動二輪（50cc超）
957,窃盗,オートバイ盗,福生,箱根ヶ崎駅前交番,133035.0,東京都,瑞穂町,南平２丁目,2019-10-05,13,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
958,窃盗,オートバイ盗,八王子,西八王子駅前交番,132012.0,東京都,八王子市,千人町３丁目,2019-07-16,08,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
959,窃盗,オートバイ盗,八王子,追分交番,132012.0,東京都,八王子市,小門町,2019-06-25,08,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
960,窃盗,オートバイ盗,八王子,追分交番,132012.0,東京都,八王子市,小門町,2019-09-27,19,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
961,窃盗,オートバイ盗,八王子,中野交番,132012.0,東京都,八王子市,中野上町４丁目,2019-08-27,00,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
962,窃盗,オートバイ盗,八王子,富士森交番,132012.0,東京都,八王子市,緑町,2019-05-26,19,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
963,窃盗,オートバイ盗,八王子,八王子駅南口交番,132012.0,東京都,八王子市,子安町１丁目,2019-08-30,00,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
964,窃盗,オートバイ盗,八王子,八王子駅南口交番,132012.0,東京都,八王子市,子安町１丁目,2019-09-16,21,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
965,窃盗,オートバイ盗,八王子,八王子駅南口交番,132012.0,東京都,八王子市,万町,2019-10-03,19,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
966,窃盗,オートバイ盗,八王子,八王子駅北口交番,132012.0,東京都,八王子市,中町,2019-06-01,18,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
967,窃盗,オートバイ盗,八王子,八王子駅北口交番,132012.0,東京都,八王子市,明神町２丁目,2018-11-19,17,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
968,窃盗,オートバイ盗,八王子,八王子駅北口交番,132012.0,東京都,八王子市,明神町４丁目,2019-08-16,05,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
969,窃盗,オートバイ盗,八王子,大和田交番,132012.0,東京都,八王子市,大和田町１丁目,2019-06-08,05,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
970,窃盗,オートバイ盗,八王子,大和田交番,132012.0,東京都,八王子市,大和田町４丁目,2019-12-16,15,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
971,窃盗,オートバイ盗,八王子,稲荷坂交番,132012.0,東京都,八王子市,中野山王１丁目,2019-08-30,19,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
972,窃盗,オートバイ盗,八王子,稲荷坂交番,132012.0,東京都,八王子市,中野山王１丁目,2019-09-02,18,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
973,窃盗,オートバイ盗,八王子,稲荷坂交番,132012.0,東京都,八王子市,中野山王３丁目,2019-05-30,17,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
974,窃盗,オートバイ盗,八王子,稲荷坂交番,132012.0,東京都,八王子市,中野山王３丁目,2019-08-02,21,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
975,窃盗,オートバイ盗,八王子,犬目交番,132012.0,東京都,八王子市,楢原町,2019-07-06,23,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
976,窃盗,オートバイ盗,八王子,下川口駐在所,132012.0,東京都,八王子市,川口町,2019-05-03,00,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
977,窃盗,オートバイ盗,八王子,下川口駐在所,132012.0,東京都,八王子市,川口町,2019-07-22,17,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
978,窃盗,オートバイ盗,八王子,丹木駐在所,132012.0,東京都,八王子市,左入町,2019-09-09,01,道路上,キーなし,なし,自動二輪（50cc超）
979,窃盗,オートバイ盗,八王子,丹木駐在所,132012.0,東京都,八王子市,丹木町１丁目,2018-03-30,14,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
980,窃盗,オートバイ盗,八王子,丹木駐在所,132012.0,東京都,八王子市,丹木町１丁目,2019-02-28,14,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
981,窃盗,オートバイ盗,八王子,北八王子交番,132012.0,東京都,八王子市,石川町,2019-03-28,20,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
982,窃盗,オートバイ盗,八王子,北八王子交番,132012.0,東京都,八王子市,石川町,2019-06-16,19,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
983,窃盗,オートバイ盗,八王子,北八王子交番,132012.0,東京都,八王子市,石川町,2019-10-25,07,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
984,窃盗,オートバイ盗,八王子,左入町駐在所,132012.0,東京都,八王子市,左入町,2017-11-22,11,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
985,窃盗,オートバイ盗,八王子,左入町駐在所,132012.0,東京都,八王子市,谷野町,2019-08-09,10,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
986,窃盗,オートバイ盗,八王子,久保山駐在所,132012.0,東京都,八王子市,久保山町２丁目,2019-10-15,12,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
987,窃盗,オートバイ盗,町田,町田駅前交番,132098.0,東京都,町田市,森野１丁目,2019-10-09,11,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
988,窃盗,オートバイ盗,町田,町田駅前交番,132098.0,東京都,町田市,森野２丁目,2019-07-21,15,道路上,キーなし,なし,自動二輪（50cc超）
989,窃盗,オートバイ盗,町田,町田駅前交番,132098.0,東京都,町田市,森野２丁目,2019-12-02,20,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
990,窃盗,オートバイ盗,町田,中町交番,132098.0,東京都,町田市,中町２丁目,2018-07-28,15,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
991,窃盗,オートバイ盗,町田,原町田交番,132098.0,東京都,町田市,原町田３丁目,2019-05-06,18,道路上,キーなし,なし,原動機付自転車（50cc以下）
992,窃盗,オートバイ盗,町田,原町田交番,132098.0,東京都,町田市,原町田４丁目,2019-02-06,14,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
993,窃盗,オートバイ盗,町田,原町田交番,132098.0,東京都,町田市,原町田４丁目,2019-05-29,17,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
994,窃盗,オートバイ盗,町田,金森交番,132098.0,東京都,町田市,金森１丁目,2019-05-29,20,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
995,窃盗,オートバイ盗,町田,金森交番,132098.0,東京都,町田市,金森１丁目,2019-06-09,22,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
996,窃盗,オートバイ盗,町田,金森交番,132098.0,東京都,町田市,金森２丁目,2019-06-25,22,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
997,窃盗,オートバイ盗,町田,金森交番,132098.0,東京都,町田市,金森７丁目,2019-08-12,18,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
998,窃盗,オートバイ盗,町田,金森交番,132098.0,東京都,町田市,金森東１丁目,2019-07-15,23,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
999,窃盗,オートバイ盗,町田,金森交番,132098.0,東京都,町田市,金森東１丁目,2019-08-09,02,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
1000,窃盗,オートバイ盗,町田,鶴間交番,132098.0,東京都,町田市,小川５丁目,2019-11-10,17,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
1001,窃盗,オートバイ盗,町田,鶴間交番,132098.0,東京都,町田市,鶴間３丁目,2019-09-30,08,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
1002,窃盗,オートバイ盗,町田,成瀬駐在所,132098.0,東京都,町田市,成瀬７丁目,2019-04-12,11,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
1003,窃盗,オートバイ盗,町田,南大谷駐在所,132098.0,東京都,町田市,南大谷,2019-11-07,23,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
1004,窃盗,オートバイ盗,町田,玉川学園駐在所,132098.0,東京都,町田市,玉川学園５丁目,2019-08-22,17,一戸建住宅,キーなし,なし,自動二輪（50cc超）
1005,窃盗,オートバイ盗,町田,本町田交番,132098.0,東京都,町田市,旭町２丁目,2019-01-28,15,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
1006,窃盗,オートバイ盗,町田,本町田交番,132098.0,東京都,町田市,本町田,2019-04-12,20,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
1007,窃盗,オートバイ盗,町田,本町田交番,132098.0,東京都,町田市,本町田,2019-07-14,10,一戸建住宅,キーなし,なし,自動二輪（50cc超）
1008,窃盗,オートバイ盗,町田,野津田駐在所,132098.0,東京都,町田市,野津田町,2019-05-01,23,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
1009,窃盗,オートバイ盗,町田,野津田駐在所,132098.0,東京都,町田市,野津田町,2019-12-30,18,一戸建住宅,キーなし,なし,自動二輪（50cc超）
1010,窃盗,オートバイ盗,町田,図師駐在所,132098.0,東京都,町田市,図師町,2019-11-15,13,道路上,キーなし,なし,自動二輪（50cc超）
1011,窃盗,オートバイ盗,町田,木曽交番,132098.0,東京都,町田市,本町田,2019-06-05,19,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
1012,窃盗,オートバイ盗,町田,木曽交番,132098.0,東京都,町田市,本町田,2019-07-03,22,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
1013,窃盗,オートバイ盗,町田,木曽交番,132098.0,東京都,町田市,木曽東１丁目,2019-04-22,20,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
1014,窃盗,オートバイ盗,町田,木曽交番,132098.0,東京都,町田市,木曽東１丁目,2019-09-04,21,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
1015,窃盗,オートバイ盗,町田,木曽交番,132098.0,東京都,町田市,木曽東１丁目,2019-10-11,17,一戸建住宅,キーなし,なし,自動二輪（50cc超）
1016,窃盗,オートバイ盗,町田,木曽交番,132098.0,東京都,町田市,木曽東３丁目,2019-02-22,17,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
1017,窃盗,オートバイ盗,町田,木曽交番,132098.0,東京都,町田市,木曽東４丁目,2019-09-09,13,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
1018,窃盗,オートバイ盗,町田,鶴川交番,132098.0,東京都,町田市,鶴川４丁目,2019-10-15,00,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
1019,窃盗,オートバイ盗,町田,つくし野駅前交番,132098.0,東京都,町田市,小川４丁目,2019-05-19,21,道路上,キーなし,なし,原動機付自転車（50cc以下）
1020,窃盗,オートバイ盗,町田,つくし野駅前交番,132098.0,東京都,町田市,つくし野２丁目,2019-12-03,22,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
1021,窃盗,オートバイ盗,町田,山崎交番,132098.0,東京都,町田市,山崎町,2018-11-29,23,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
1022,窃盗,オートバイ盗,町田,山崎交番,132098.0,東京都,町田市,山崎町,2019-03-24,11,４階建て以上共同住宅,キーなし,あり,原動機付自転車（50cc以下）
1023,窃盗,オートバイ盗,町田,山崎交番,132098.0,東京都,町田市,山崎町,2019-04-05,17,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
1024,窃盗,オートバイ盗,町田,山崎交番,132098.0,東京都,町田市,山崎町,2019-05-19,22,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
1025,窃盗,オートバイ盗,町田,山崎交番,132098.0,東京都,町田市,山崎町,2019-08-30,22,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
1026,窃盗,オートバイ盗,町田,山崎交番,132098.0,東京都,町田市,山崎町,2019-12-10,18,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
