,罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,施錠関係,盗難防止装置の有無,現金以外の主な被害品
429,窃盗,オートバイ盗,多摩中央,永山駅前交番,132241.0,東京都,多摩市,乞田,2021/2/6,17,一戸建住宅,駐車（輪）場,キーあり,あり,自動二輪（50cc超）
430,窃盗,オートバイ盗,多摩中央,永山駅前交番,132241.0,東京都,多摩市,永山１丁目,2021/12/25,14,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
431,窃盗,オートバイ盗,多摩中央,矢野口交番,132250.0,東京都,稲城市,矢野口,2021/10/4,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
432,窃盗,オートバイ盗,多摩中央,貝取交番,132241.0,東京都,多摩市,貝取２丁目,2020/12/20,10,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
433,窃盗,オートバイ盗,多摩中央,貝取交番,132241.0,東京都,多摩市,貝取２丁目,2021/11/1,12,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
434,窃盗,オートバイ盗,多摩中央,貝取交番,132241.0,東京都,多摩市,貝取５丁目,2021/5/9,16,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
435,窃盗,オートバイ盗,多摩中央,貝取交番,132241.0,東京都,多摩市,豊ケ丘５丁目,2021/5/8,7,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
436,窃盗,オートバイ盗,東大和,三ツ木交番,132233.0,東京都,武蔵村山市,三ツ木１丁目,2021/1/17,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
437,窃盗,オートバイ盗,東大和,三ツ木交番,132233.0,東京都,武蔵村山市,三ツ木２丁目,2021/3/6,16,一戸建住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
438,窃盗,オートバイ盗,東大和,三ツ木交番,132233.0,東京都,武蔵村山市,中原２丁目,2018/12/1,不明,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
439,窃盗,オートバイ盗,東大和,中藤交番,132233.0,東京都,武蔵村山市,三ツ藤１丁目,2021/4/14,7,一戸建住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
440,窃盗,オートバイ盗,東大和,中藤交番,132233.0,東京都,武蔵村山市,中央３丁目,2021/9/30,17,一戸建住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
441,窃盗,オートバイ盗,東大和,中藤交番,132233.0,東京都,武蔵村山市,本町４丁目,2021/2/12,15,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
442,窃盗,オートバイ盗,東大和,南街交番,132209.0,東京都,東大和市,南街４丁目,2021/11/27,16,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
443,窃盗,オートバイ盗,東大和,奈良橋交番,132209.0,東京都,東大和市,立野１丁目,2021/10/3,21,一戸建住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
444,窃盗,オートバイ盗,東大和,奈良橋交番,132209.0,東京都,東大和市,立野３丁目,2021/7/24,19,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
445,窃盗,オートバイ盗,東大和,村山交番,132233.0,東京都,武蔵村山市,緑が丘,2020/12/18,11,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
446,窃盗,オートバイ盗,東大和,村山交番,132233.0,東京都,武蔵村山市,緑が丘,2020/12/24,17,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
447,窃盗,オートバイ盗,東大和,村山交番,132233.0,東京都,武蔵村山市,緑が丘,2021/11/22,16,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
448,窃盗,オートバイ盗,東大和,村山貯水池駐在所,132209.0,東京都,東大和市,多摩湖４丁目,2021/7/20,23,その他,その他,キーあり,なし,原動機付自転車（50cc以下）
449,窃盗,オートバイ盗,青梅,今寺駐在所,132055.0,東京都,青梅市,今寺４丁目,2021/12/30,21,その他,その他,キーなし,なし,自動二輪（50cc超）
450,窃盗,オートバイ盗,青梅,今寺駐在所,132055.0,東京都,青梅市,今寺５丁目,2021/4/20,19,一戸建住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
451,窃盗,オートバイ盗,青梅,千ケ瀬駐在所,132055.0,東京都,青梅市,千ヶ瀬町１丁目,2021/6/3,12,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
452,窃盗,オートバイ盗,青梅,千ケ瀬駐在所,132055.0,東京都,青梅市,千ヶ瀬町１丁目,2021/6/3,22,一戸建住宅,その他,キーあり,なし,自動二輪（50cc超）
453,窃盗,オートバイ盗,青梅,千ケ瀬駐在所,132055.0,東京都,青梅市,千ヶ瀬町２丁目,2021/1/1,0,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
454,窃盗,オートバイ盗,青梅,千ケ瀬駐在所,132055.0,東京都,青梅市,千ヶ瀬町５丁目,2021/2/2,13,その他,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
455,窃盗,オートバイ盗,青梅,千ケ瀬駐在所,132055.0,東京都,青梅市,東青梅５丁目,2021/9/19,14,道路上,その他,キーなし,あり,原動機付自転車（50cc以下）
456,窃盗,オートバイ盗,青梅,新町交番,132055.0,東京都,青梅市,河辺町７丁目,2021/9/1,10,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
457,窃盗,オートバイ盗,青梅,新町交番,132055.0,東京都,青梅市,新町１丁目,2021/12/20,7,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
458,窃盗,オートバイ盗,青梅,新町交番,132055.0,東京都,青梅市,新町７丁目,2021/10/9,19,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
459,窃盗,オートバイ盗,青梅,梅郷駐在所,132055.0,東京都,青梅市,梅郷１丁目,2021/3/12,19,一戸建住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
460,窃盗,オートバイ盗,青梅,河辺駐在所,132055.0,東京都,青梅市,新町４丁目,2021/4/8,13,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
461,窃盗,オートバイ盗,五日市,五日市駅前交番,132284.0,東京都,あきる野市,舘谷台,2021/10/18,7,駐車（輪）場,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
462,窃盗,オートバイ盗,五日市,山田駐在所,132284.0,東京都,あきる野市,山田,2021/1/8,7,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
463,窃盗,オートバイ盗,五日市,本宿駐在所,133051.0,東京都,日の出町,大字平井,2021/2/14,8,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
464,窃盗,オートバイ盗,五日市,本宿駐在所,133051.0,東京都,日の出町,大字平井,2021/9/30,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
465,窃盗,オートバイ盗,福生,五ノ神駐在所,132276.0,東京都,羽村市,富士見平２丁目,2021/3/27,17,一戸建住宅,その他,キーなし,なし,自動二輪（50cc超）
466,窃盗,オートバイ盗,福生,元狭山駐在所,133035.0,東京都,瑞穂町,大字駒形富士山,2021/6/14,19,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
467,窃盗,オートバイ盗,福生,元狭山駐在所,133035.0,東京都,瑞穂町,大字二本木,2021/4/6,19,一戸建住宅,その他,キーなし,なし,自動二輪（50cc超）
468,窃盗,オートバイ盗,福生,内出交番,132187.0,東京都,福生市,大字熊川,2021/2/26,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
469,窃盗,オートバイ盗,福生,内出交番,132187.0,東京都,福生市,大字熊川,2021/6/25,16,一戸建住宅,その他,キーなし,なし,自動二輪（50cc超）
470,窃盗,オートバイ盗,福生,南田園駐在所,132187.0,東京都,福生市,南田園１丁目,2021/2/24,21,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
471,窃盗,オートバイ盗,福生,南田園駐在所,132187.0,東京都,福生市,南田園２丁目,2021/8/7,15,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
472,窃盗,オートバイ盗,福生,南田園駐在所,132187.0,東京都,福生市,南田園３丁目,2021/2/25,6,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
473,窃盗,オートバイ盗,福生,小作駅前交番,132276.0,東京都,羽村市,小作台２丁目,2020/3/20,7,駐車（輪）場,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
474,窃盗,オートバイ盗,福生,横田交番,132187.0,東京都,福生市,大字福生,2021/10/9,10,一戸建住宅,その他,キーなし,なし,自動二輪（50cc超）
475,窃盗,オートバイ盗,福生,武蔵野駐在所,133035.0,東京都,瑞穂町,むさし野１丁目,2021/9/28,11,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
476,窃盗,オートバイ盗,福生,武蔵野駐在所,133035.0,東京都,瑞穂町,むさし野１丁目,2021/10/5,17,４階建て以上共同住宅,その他,キーなし,なし,原動機付自転車（50cc以下）
477,窃盗,オートバイ盗,福生,油平駐在所,132284.0,東京都,あきる野市,雨間,2021/4/1,0,一戸建住宅,その他,キーなし,なし,自動二輪（50cc超）
478,窃盗,オートバイ盗,福生,渕上駐在所,132284.0,東京都,あきる野市,引田,2021/11/4,7,駐車（輪）場,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
479,窃盗,オートバイ盗,福生,渕上駐在所,132284.0,東京都,あきる野市,渕上,2021/1/14,14,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
480,窃盗,オートバイ盗,福生,石畑上駐在所,133035.0,東京都,瑞穂町,大字石畑,2021/2/27,23,一戸建住宅,その他,キーなし,なし,自動二輪（50cc超）
481,窃盗,オートバイ盗,福生,神明台交番,132276.0,東京都,羽村市,神明台１丁目,2021/1/31,10,駐車（輪）場,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
482,窃盗,オートバイ盗,福生,福生駅前交番,132187.0,東京都,福生市,加美平４丁目,2021/4/13,17,４階建て以上共同住宅,その他,キーあり,なし,原動機付自転車（50cc以下）
483,窃盗,オートバイ盗,福生,福生駅前交番,132187.0,東京都,福生市,加美平４丁目,2021/5/28,20,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
484,窃盗,オートバイ盗,福生,福生駅前交番,132187.0,東京都,福生市,加美平４丁目,2021/6/10,18,４階建て以上共同住宅,その他,キーあり,なし,原動機付自転車（50cc以下）
485,窃盗,オートバイ盗,福生,福生駅前交番,132187.0,東京都,福生市,加美平４丁目,2021/12/2,19,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,なし
486,窃盗,オートバイ盗,福生,福生駅前交番,132187.0,東京都,福生市,武蔵野台２丁目,2021/11/13,6,その他の住宅（３階建て以下共同住宅等）,その他,キーあり,なし,原動機付自転車（50cc以下）
487,窃盗,オートバイ盗,福生,秋川駅前交番,132284.0,東京都,あきる野市,秋川１丁目,2021/5/13,12,その他,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
488,窃盗,オートバイ盗,福生,秋川駅前交番,132284.0,東京都,あきる野市,秋川５丁目,2020/8/1,不明,その他,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
489,窃盗,オートバイ盗,福生,秋川駅前交番,132284.0,東京都,あきる野市,下代継,2021/6/12,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
490,窃盗,オートバイ盗,福生,箱根ケ崎北駐在所,133035.0,東京都,瑞穂町,大字箱根ケ崎,2021/4/10,20,一戸建住宅,その他,キーなし,なし,自動二輪（50cc超）
491,窃盗,オートバイ盗,福生,箱根ケ崎駐在所,133035.0,東京都,瑞穂町,大字箱根ケ崎,2021/1/25,10,その他の住宅（３階建て以下共同住宅等）,その他,キーなし,なし,原動機付自転車（50cc以下）
492,窃盗,オートバイ盗,福生,箱根ヶ崎駅前交番,133035.0,東京都,瑞穂町,南平２丁目,2021/3/28,2,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
493,窃盗,オートバイ盗,福生,羽村駅前交番,132276.0,東京都,羽村市,緑ヶ丘１丁目,2021/5/11,17,その他の住宅（３階建て以下共同住宅等）,その他,キーなし,なし,原動機付自転車（50cc以下）
494,窃盗,オートバイ盗,福生,菅生駐在所,132284.0,東京都,あきる野市,草花,2019/10/1,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
495,窃盗,オートバイ盗,福生,菅生駐在所,132284.0,東京都,あきる野市,瀬戸岡,2021/11/9,21,一戸建住宅,その他,キーなし,なし,原動機付自転車（50cc以下）
496,窃盗,オートバイ盗,福生,長岡駐在所,133035.0,東京都,瑞穂町,長岡１丁目,2021/10/11,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
497,窃盗,オートバイ盗,八王子,中野交番,132012.0,東京都,八王子市,谷野町,2021/9/15,15,その他,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
498,窃盗,オートバイ盗,八王子,八王子駅北口交番,132012.0,東京都,八王子市,天神町,2021/9/18,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
499,窃盗,オートバイ盗,八王子,八王子駅北口交番,132012.0,東京都,八王子市,天神町,2021/10/20,16,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
500,窃盗,オートバイ盗,八王子,八王子駅南口交番,132012.0,東京都,八王子市,子安町３丁目,2021/9/16,12,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
501,窃盗,オートバイ盗,八王子,北八王子交番,132012.0,東京都,八王子市,石川町,2021/7/18,22,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
502,窃盗,オートバイ盗,八王子,北八王子交番,132012.0,東京都,八王子市,石川町,2021/8/19,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
503,窃盗,オートバイ盗,八王子,大和田交番,132012.0,東京都,八王子市,大和田町１丁目,2021/9/5,17,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
504,窃盗,オートバイ盗,八王子,大和田交番,132012.0,東京都,八王子市,大和田町６丁目,2021/9/2,19,その他,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
505,窃盗,オートバイ盗,八王子,大和田交番,132012.0,東京都,八王子市,大和田町７丁目,2021/8/26,20,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
506,窃盗,オートバイ盗,八王子,石川駐在所,132012.0,東京都,八王子市,大谷町,2021/7/28,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
507,窃盗,オートバイ盗,八王子,稲荷坂交番,132012.0,東京都,八王子市,中野山王３丁目,2021/9/30,12,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,原動機付自転車（50cc以下）
508,窃盗,オートバイ盗,町田,つくし野駅前交番,132098.0,東京都,町田市,小川１丁目,2021/10/3,14,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
509,窃盗,オートバイ盗,町田,三輪駐在所,132098.0,東京都,町田市,三輪町,2021/3/5,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
510,窃盗,オートバイ盗,町田,三輪駐在所,132098.0,東京都,町田市,三輪町,2021/7/22,18,その他,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
511,窃盗,オートバイ盗,町田,中町交番,132098.0,東京都,町田市,旭町１丁目,2021/4/11,20,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
512,窃盗,オートバイ盗,町田,中町交番,132098.0,東京都,町田市,中町１丁目,2021/12/4,19,その他,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
513,窃盗,オートバイ盗,町田,中町交番,132098.0,東京都,町田市,中町３丁目,2021/1/13,19,駐車（輪）場,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
514,窃盗,オートバイ盗,町田,中町交番,132098.0,東京都,町田市,森野４丁目,2021/3/4,19,駐車（輪）場,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
515,窃盗,オートバイ盗,町田,中町交番,132098.0,東京都,町田市,森野５丁目,2021/11/11,22,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
516,窃盗,オートバイ盗,町田,南大谷駐在所,132098.0,東京都,町田市,南大谷,2021/4/17,17,その他,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
517,窃盗,オートバイ盗,町田,図師駐在所,132098.0,東京都,町田市,図師町,2020/8/11,不明,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
518,窃盗,オートバイ盗,町田,図師駐在所,132098.0,東京都,町田市,図師町,2021/5/4,16,一戸建住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
519,窃盗,オートバイ盗,町田,大蔵駐在所,132098.0,東京都,町田市,大蔵町,2021/6/16,22,一戸建住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
520,窃盗,オートバイ盗,町田,小山田駐在所,132098.0,東京都,町田市,上小山田町,2021/10/31,12,道路上,その他,キーなし,なし,自動二輪（50cc超）
521,窃盗,オートバイ盗,町田,小山田駐在所,132098.0,東京都,町田市,下小山田町,2021/4/11,18,一戸建住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
522,窃盗,オートバイ盗,町田,小山田駐在所,132098.0,東京都,町田市,小山田桜台１丁目,2021/4/15,22,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
523,窃盗,オートバイ盗,町田,小山田駐在所,132098.0,東京都,町田市,小山田桜台１丁目,2021/4/19,17,駐車（輪）場,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
524,窃盗,オートバイ盗,町田,小野路駐在所,132098.0,東京都,町田市,小野路町,2021/4/22,9,その他,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
525,窃盗,オートバイ盗,町田,小野路駐在所,132098.0,東京都,町田市,小野路町,2021/7/11,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
526,窃盗,オートバイ盗,町田,山崎交番,132098.0,東京都,町田市,山崎町,2021/3/2,2,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
527,窃盗,オートバイ盗,町田,山崎交番,132098.0,東京都,町田市,山崎町,2021/6/28,16,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,原動機付自転車（50cc以下）
528,窃盗,オートバイ盗,町田,山崎交番,132098.0,東京都,町田市,山崎町,2021/7/18,12,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
529,窃盗,オートバイ盗,町田,山崎交番,132098.0,東京都,町田市,山崎町,2021/7/20,14,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
530,窃盗,オートバイ盗,町田,山崎交番,132098.0,東京都,町田市,山崎町,2021/7/22,18,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
531,窃盗,オートバイ盗,町田,山崎交番,132098.0,東京都,町田市,山崎町,2021/8/25,11,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
532,窃盗,オートバイ盗,町田,山崎交番,132098.0,東京都,町田市,山崎町,2021/9/16,22,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
533,窃盗,オートバイ盗,町田,常盤駐在所,132098.0,東京都,町田市,常盤町,2021/3/1,18,道路上,その他,キーなし,なし,自動二輪（50cc超）
534,窃盗,オートバイ盗,町田,忠生地区交番,132098.0,東京都,町田市,忠生１丁目,2021/6/20,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
535,窃盗,オートバイ盗,町田,忠生地区交番,132098.0,東京都,町田市,忠生２丁目,2021/8/10,17,一戸建住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
536,窃盗,オートバイ盗,町田,忠生地区交番,132098.0,東京都,町田市,忠生３丁目,2021/7/25,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
537,窃盗,オートバイ盗,町田,忠生地区交番,132098.0,東京都,町田市,忠生４丁目,2021/10/19,20,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
538,窃盗,オートバイ盗,町田,忠生地区交番,132098.0,東京都,町田市,山崎町,2021/2/13,22,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
539,窃盗,オートバイ盗,町田,忠生地区交番,132098.0,東京都,町田市,山崎町,2021/3/14,10,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
540,窃盗,オートバイ盗,町田,忠生地区交番,132098.0,東京都,町田市,山崎町,2021/4/6,20,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
541,窃盗,オートバイ盗,町田,忠生地区交番,132098.0,東京都,町田市,山崎町,2021/4/22,19,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
542,窃盗,オートバイ盗,町田,忠生地区交番,132098.0,東京都,町田市,木曽西４丁目,2021/3/11,17,一戸建住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
543,窃盗,オートバイ盗,町田,忠生地区交番,132098.0,東京都,町田市,木曽東１丁目,2021/2/20,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
544,窃盗,オートバイ盗,町田,成瀬台駐在所,132098.0,東京都,町田市,成瀬台１丁目,2021/11/24,21,一戸建住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
545,窃盗,オートバイ盗,町田,成瀬台駐在所,132098.0,東京都,町田市,成瀬台１丁目,2021/12/12,22,一戸建住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
546,窃盗,オートバイ盗,町田,成瀬台駐在所,132098.0,東京都,町田市,成瀬台２丁目,2021/11/3,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
547,窃盗,オートバイ盗,町田,成瀬台駐在所,132098.0,東京都,町田市,成瀬台２丁目,2021/11/17,0,一戸建住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
548,窃盗,オートバイ盗,町田,成瀬台駐在所,132098.0,東京都,町田市,東玉川学園１丁目,2021/6/22,10,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
549,窃盗,オートバイ盗,町田,成瀬駅前交番,132098.0,東京都,町田市,成瀬台２丁目,2021/4/10,17,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
550,窃盗,オートバイ盗,町田,成瀬駅前交番,132098.0,東京都,町田市,南成瀬１丁目,2021/6/4,0,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
551,窃盗,オートバイ盗,町田,成瀬駐在所,132098.0,東京都,町田市,成瀬６丁目,2021/3/15,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
552,窃盗,オートバイ盗,町田,成瀬駐在所,132098.0,東京都,町田市,西成瀬１丁目,2021/2/1,0,一戸建住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
553,窃盗,オートバイ盗,町田,成瀬駐在所,132098.0,東京都,町田市,西成瀬２丁目,2021/5/24,21,一戸建住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
554,窃盗,オートバイ盗,町田,木曽交番,132098.0,東京都,町田市,本町田,2021/5/9,19,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
555,窃盗,オートバイ盗,町田,木曽交番,132098.0,東京都,町田市,本町田,2021/5/20,10,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
556,窃盗,オートバイ盗,町田,木曽交番,132098.0,東京都,町田市,本町田,2021/10/29,18,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
557,窃盗,オートバイ盗,町田,木曽交番,132098.0,東京都,町田市,木曽東１丁目,2021/2/7,23,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
558,窃盗,オートバイ盗,町田,木曽交番,132098.0,東京都,町田市,木曽東３丁目,2021/2/15,16,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
559,窃盗,オートバイ盗,町田,木曽交番,132098.0,東京都,町田市,木曽東３丁目,2021/3/25,20,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
560,窃盗,オートバイ盗,町田,木曽交番,132098.0,東京都,町田市,木曽東４丁目,2021/7/22,7,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
561,窃盗,オートバイ盗,町田,木曽交番,132098.0,東京都,町田市,木曽東４丁目,2021/8/7,3,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
562,窃盗,オートバイ盗,町田,木曽交番,132098.0,東京都,町田市,金森東１丁目,2021/5/9,18,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
563,窃盗,オートバイ盗,町田,本町田交番,132098.0,東京都,町田市,旭町３丁目,2021/4/10,15,その他,その他,キーなし,なし,原動機付自転車（50cc以下）
564,窃盗,オートバイ盗,町田,本町田交番,132098.0,東京都,町田市,本町田,2019/9/1,0,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
565,窃盗,オートバイ盗,町田,本町田交番,132098.0,東京都,町田市,本町田,2021/1/8,20,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
566,窃盗,オートバイ盗,町田,本町田交番,132098.0,東京都,町田市,本町田,2021/2/21,12,４階建て以上共同住宅,駐車（輪）場,キーあり,あり,自動二輪（50cc超）
567,窃盗,オートバイ盗,町田,本町田交番,132098.0,東京都,町田市,本町田,2021/3/27,17,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
568,窃盗,オートバイ盗,町田,本町田交番,132098.0,東京都,町田市,本町田,2021/4/2,13,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
569,窃盗,オートバイ盗,町田,本町田交番,132098.0,東京都,町田市,本町田,2021/4/25,13,一戸建住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
